Country,Date,Event,Event Type
Indonesia,2020-09-14,Public transport [1]: recommended closure or volume reduction,Public transport
Indonesia,2020-09-14,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Indonesia,2020-10-12,Internal movement [1]: recommended refrain,Internal movement
Indonesia,2020-10-12,Public events [1]: recommended cancellation,Public events
Indonesia,2020-10-12,Stay at home [1]: recommended,Stay at home
Indonesia,2020-10-12,Workplace closure [2]: required closing for some,Workplace closure
Iran,2020-01-01,Internal movement [0]: no measures,Internal movement
Iran,2020-01-01,International travel [0]: no measures,International travel
Iran,2020-01-01,Public campaign [0]: no measures,Public campaign
Iran,2020-01-01,Public events [0]: no measures,Public events
Iran,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Iran,2020-01-01,Public transport [0]: no measures,Public transport
Iran,2020-01-01,School closure [0]: no measures,School closure
Iran,2020-01-01,Stay at home [0]: no measures,Stay at home
Iran,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Iran,2020-02-20,Public events [1]: recommended cancellation,Public events
Iran,2020-02-22,Public events [2]: required cancellation,Public events
Iran,2020-02-26,Public campaign [1]: public officials urging caution,Public campaign
Iran,2020-02-26,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Iran,2020-03-05,Internal movement [2]: required restriction,Internal movement
Iran,2020-03-05,School closure [3]: required closing for all,School closure
Iran,2020-03-11,Public transport [1]: recommended closure or volume reduction,Public transport
Iran,2020-03-19,Stay at home [1]: recommended,Stay at home
Iran,2020-03-22,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Iran,2020-04-11,Workplace closure [2]: required closing for some,Workplace closure
Iran,2020-04-19,Public gatherings [1]: restrictions above 1000 people,Public gatherings
Iran,2020-05-16,School closure [2]: required closing for some,School closure
Iran,2020-05-26,Public gatherings [0]: no measures,Public gatherings
Iran,2020-06-21,Public events [1]: recommended cancellation,Public events
Iran,2020-07-11,International travel [3]: Ban on high-risk regions,International travel
Iran,2020-07-11,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Iran,2020-07-13,Public events [2]: required cancellation,Public events
Iran,2020-07-13,School closure [3]: required closing for all,School closure
Iran,2020-08-04,Public gatherings [1]: restrictions above 1000 people,Public gatherings
Iran,2020-09-15,Workplace closure [0]: no measures,Workplace closure
Iran,2020-10-06,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Iran,2020-10-06,Public transport [0]: no measures,Public transport
Iran,2020-10-06,Stay at home [2]: required with exception,Stay at home
Iraq,2020-01-01,Internal movement [0]: no measures,Internal movement
Iraq,2020-01-01,International travel [0]: no measures,International travel
Iraq,2020-01-01,Public campaign [0]: no measures,Public campaign
Iraq,2020-01-01,Public events [0]: no measures,Public events
Iraq,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Iraq,2020-01-01,School closure [0]: no measures,School closure
Iraq,2020-01-01,Stay at home [0]: no measures,Stay at home
Iraq,2020-02-19,Public campaign [1]: public officials urging caution,Public campaign
Iraq,2020-02-20,International travel [3]: Ban on high-risk regions,International travel
Iraq,2020-02-23,Public campaign [2]: coordinated public information campaign,Public campaign
Iraq,2020-02-25,Public events [2]: required cancellation,Public events
Iraq,2020-02-25,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Iraq,2020-02-25,School closure [3]: required closing for all,School closure
Iraq,2020-03-11,Internal movement [2]: required restriction,Internal movement
Iraq,2020-03-13,Public transport [2]: required closure,Public transport
Iraq,2020-03-13,Stay at home [2]: required with exception,Stay at home
Iraq,2020-03-17,International travel [4]: Total border closure,International travel
Iraq,2020-03-17,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Iraq,2020-04-21,Public transport [1]: recommended closure or volume reduction,Public transport
Iraq,2020-04-21,Workplace closure [2]: required closing for some,Workplace closure
Iraq,2020-05-26,Public transport [2]: required closure,Public transport
Iraq,2020-08-27,International travel [1]: screening,International travel
Iraq,2020-09-07,Public events [1]: recommended cancellation,Public events
Iraq,2020-09-10,Internal movement [1]: recommended refrain,Internal movement
Iraq,2020-10-02,International travel [3]: Ban on high-risk regions,International travel
Ireland,2020-01-01,Internal movement [0]: no measures,Internal movement
Ireland,2020-01-01,International travel [0]: no measures,International travel
Ireland,2020-01-01,Public campaign [0]: no measures,Public campaign
Ireland,2020-01-01,Public events [0]: no measures,Public events
Ireland,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Ireland,2020-01-01,Public transport [0]: no measures,Public transport
Ireland,2020-01-01,School closure [0]: no measures,School closure
Ireland,2020-01-01,Stay at home [0]: no measures,Stay at home
Ireland,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Ireland,2020-02-04,Public campaign [1]: public officials urging caution,Public campaign
Ireland,2020-02-29,Public campaign [2]: coordinated public information campaign,Public campaign
Ireland,2020-03-12,Public events [2]: required cancellation,Public events
Ireland,2020-03-12,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Ireland,2020-03-12,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Ireland,2020-03-13,School closure [3]: required closing for all,School closure
Ireland,2020-03-15,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Ireland,2020-03-26,Internal movement [1]: recommended refrain,Internal movement
Ireland,2020-03-26,Stay at home [1]: recommended,Stay at home
Ireland,2020-03-27,Public transport [2]: required closure,Public transport
Ireland,2020-03-27,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Ireland,2020-03-28,Internal movement [2]: required restriction,Internal movement
Ireland,2020-03-28,Stay at home [2]: required with exception,Stay at home
Ireland,2020-04-06,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Ireland,2020-05-18,Stay at home [1]: recommended,Stay at home
Ireland,2020-05-18,Workplace closure [2]: required closing for some,Workplace closure
Ireland,2020-06-05,Public transport [0]: no measures,Public transport
Ireland,2020-06-26,Internal movement [0]: no measures,Internal movement
Ireland,2020-06-26,Public events [0]: no measures,Public events
Ireland,2020-06-26,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Ireland,2020-06-26,Public transport [1]: recommended closure or volume reduction,Public transport
Ireland,2020-06-26,School closure [2]: required closing for some,School closure
Ireland,2020-06-26,Stay at home [0]: no measures,Stay at home
Ireland,2020-06-26,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Ireland,2020-08-08,Internal movement [2]: required restriction,Internal movement
Ireland,2020-08-08,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Ireland,2020-08-08,Stay at home [2]: required with exception,Stay at home
Ireland,2020-08-08,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Ireland,2020-08-18,Public events [2]: required cancellation,Public events
Ireland,2020-09-18,Internal movement [1]: recommended refrain,Internal movement
Ireland,2020-09-18,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Ireland,2020-09-18,Stay at home [1]: recommended,Stay at home
Ireland,2020-09-21,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Ireland,2020-09-21,School closure [1]: recommended closing,School closure
Ireland,2020-09-21,Workplace closure [2]: required closing for some,Workplace closure
Ireland,2020-10-07,Internal movement [2]: required restriction,Internal movement
Israel,2020-01-01,Internal movement [0]: no measures,Internal movement
Israel,2020-01-01,International travel [0]: no measures,International travel
Israel,2020-01-01,Public campaign [0]: no measures,Public campaign
Israel,2020-01-01,Public events [0]: no measures,Public events
Israel,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Israel,2020-01-01,Public transport [0]: no measures,Public transport
Israel,2020-01-01,School closure [0]: no measures,School closure
Israel,2020-01-01,Stay at home [0]: no measures,Stay at home
Israel,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Israel,2020-01-27,Public campaign [1]: public officials urging caution,Public campaign
Israel,2020-02-02,International travel [3]: Ban on high-risk regions,International travel
Israel,2020-02-09,Public campaign [2]: coordinated public information campaign,Public campaign
Israel,2020-03-04,Public events [2]: required cancellation,Public events
Israel,2020-03-04,Public gatherings [1]: restrictions above 1000 people,Public gatherings
Israel,2020-03-12,International travel [4]: Total border closure,International travel
Israel,2020-03-12,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Israel,2020-03-13,School closure [3]: required closing for all,School closure
Israel,2020-03-15,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Israel,2020-03-15,Workplace closure [2]: required closing for some,Workplace closure
Israel,2020-03-16,Public transport [1]: recommended closure or volume reduction,Public transport
Israel,2020-03-17,Internal movement [1]: recommended refrain,Internal movement
Israel,2020-03-17,Stay at home [1]: recommended,Stay at home
Israel,2020-03-20,Stay at home [2]: required with exception,Stay at home
Israel,2020-04-01,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Israel,2020-04-03,Internal movement [2]: required restriction,Internal movement
Israel,2020-04-08,Stay at home [3]: required with minimal exception,Stay at home
Israel,2020-04-19,Stay at home [2]: required with exception,Stay at home
Israel,2020-04-26,Workplace closure [2]: required closing for some,Workplace closure
Israel,2020-05-03,School closure [2]: required closing for some,School closure
Israel,2020-05-05,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Israel,2020-05-20,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Israel,2020-06-30,School closure [1]: recommended closing,School closure
Israel,2020-07-06,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Israel,2020-07-13,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Israel,2020-07-18,Internal movement [0]: no measures,Internal movement
Israel,2020-07-18,Stay at home [0]: no measures,Stay at home
Israel,2020-08-07,Public events [0]: no measures,Public events
Israel,2020-08-07,School closure [0]: no measures,School closure
Israel,2020-08-16,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Israel,2020-09-18,Internal movement [2]: required restriction,Internal movement
Israel,2020-09-18,Public events [2]: required cancellation,Public events
Israel,2020-09-18,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Israel,2020-09-18,School closure [3]: required closing for all,School closure
Israel,2020-09-18,Stay at home [2]: required with exception,Stay at home
Israel,2020-09-18,Workplace closure [2]: required closing for some,Workplace closure
Israel,2020-09-25,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Italy,2020-01-01,Internal movement [0]: no measures,Internal movement
Italy,2020-01-01,International travel [0]: no measures,International travel
Italy,2020-01-01,Public campaign [0]: no measures,Public campaign
Italy,2020-01-01,Public events [0]: no measures,Public events
Italy,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Italy,2020-01-01,Public transport [0]: no measures,Public transport
Italy,2020-01-01,School closure [0]: no measures,School closure
Italy,2020-01-01,Stay at home [0]: no measures,Stay at home
Italy,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Italy,2020-01-23,International travel [1]: screening,International travel
Italy,2020-01-30,International travel [3]: Ban on high-risk regions,International travel
Italy,2020-01-31,Public campaign [2]: coordinated public information campaign,Public campaign
Italy,2020-02-21,Internal movement [2]: required restriction,Internal movement
Italy,2020-02-22,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Italy,2020-02-23,Public events [2]: required cancellation,Public events
Italy,2020-02-23,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Italy,2020-02-23,School closure [3]: required closing for all,School closure
Italy,2020-02-23,Stay at home [2]: required with exception,Stay at home
Italy,2020-03-11,Public transport [1]: recommended closure or volume reduction,Public transport
Italy,2020-03-20,Stay at home [3]: required with minimal exception,Stay at home
Italy,2020-04-10,Stay at home [2]: required with exception,Stay at home
Italy,2020-04-12,Public transport [2]: required closure,Public transport
Italy,2020-05-04,Internal movement [1]: recommended refrain,Internal movement
Italy,2020-05-04,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Italy,2020-05-04,Public transport [0]: no measures,Public transport
Italy,2020-05-04,Stay at home [1]: recommended,Stay at home
Italy,2020-05-04,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Italy,2020-05-16,Workplace closure [2]: required closing for some,Workplace closure
Italy,2020-05-18,Internal movement [2]: required restriction,Internal movement
Italy,2020-05-18,International travel [3]: Ban on high-risk regions,International travel
Italy,2020-05-18,Public gatherings [0]: no measures,Public gatherings
Italy,2020-06-02,Internal movement [0]: no measures,Internal movement
Italy,2020-06-03,International travel [0]: no measures,International travel
Italy,2020-06-11,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Italy,2020-06-15,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Italy,2020-07-09,International travel [3]: Ban on high-risk regions,International travel
Italy,2020-07-27,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Italy,2020-07-27,Stay at home [0]: no measures,Stay at home
Italy,2020-07-27,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Italy,2020-08-08,International travel [3]: Ban on high-risk regions,International travel
Italy,2020-08-17,Workplace closure [2]: required closing for some,Workplace closure
Italy,2020-09-14,School closure [0]: no measures,School closure
Italy,2020-10-06,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Italy,2020-10-06,Public transport [1]: recommended closure or volume reduction,Public transport
Jamaica,2020-01-01,International travel [0]: no measures,International travel
Jamaica,2020-01-01,Public campaign [0]: no measures,Public campaign
Jamaica,2020-01-01,Public events [0]: no measures,Public events
Jamaica,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Jamaica,2020-01-01,Public transport [0]: no measures,Public transport
Jamaica,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Jamaica,2020-01-31,International travel [3]: Ban on high-risk regions,International travel
Jamaica,2020-02-05,Public campaign [2]: coordinated public information campaign,Public campaign
Jamaica,2020-03-10,Public events [1]: recommended cancellation,Public events
Jamaica,2020-03-11,Public events [2]: required cancellation,Public events
Jamaica,2020-03-13,Internal movement [2]: required restriction,Internal movement
Jamaica,2020-03-13,School closure [3]: required closing for all,School closure
Jamaica,2020-03-13,Stay at home [3]: required with minimal exception,Stay at home
Jamaica,2020-03-18,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Jamaica,2020-03-18,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Jamaica,2020-03-21,International travel [4]: Total border closure,International travel
Jamaica,2020-03-25,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Jamaica,2020-03-25,Stay at home [1]: recommended,Stay at home
Jamaica,2020-03-25,Workplace closure [2]: required closing for some,Workplace closure
Jamaica,2020-04-01,Stay at home [2]: required with exception,Stay at home
Jamaica,2020-04-15,Stay at home [3]: required with minimal exception,Stay at home
Jamaica,2020-04-22,Public transport [1]: recommended closure or volume reduction,Public transport
Jamaica,2020-04-22,Stay at home [2]: required with exception,Stay at home
Jamaica,2020-05-31,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Jamaica,2020-06-01,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Jamaica,2020-06-02,Workplace closure [0]: no measures,Workplace closure
Jamaica,2020-06-08,School closure [2]: required closing for some,School closure
Jamaica,2020-06-15,International travel [1]: screening,International travel
Jamaica,2020-08-01,School closure [3]: required closing for all,School closure
Jamaica,2020-08-07,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Jamaica,2020-08-13,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Jamaica,2020-08-25,Workplace closure [2]: required closing for some,Workplace closure
Jamaica,2020-10-05,School closure [1]: recommended closing,School closure
Jamaica,2020-10-13,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Japan,2020-01-01,Internal movement [0]: no measures,Internal movement
Japan,2020-01-01,International travel [0]: no measures,International travel
Japan,2020-01-01,Public campaign [0]: no measures,Public campaign
Japan,2020-01-01,Public events [0]: no measures,Public events
Japan,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Japan,2020-01-01,Public transport [0]: no measures,Public transport
Japan,2020-01-01,School closure [0]: no measures,School closure
Japan,2020-01-01,Stay at home [0]: no measures,Stay at home
Japan,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Japan,2020-01-07,International travel [1]: screening,International travel
Japan,2020-02-01,International travel [3]: Ban on high-risk regions,International travel
Japan,2020-02-04,Public campaign [2]: coordinated public information campaign,Public campaign
Japan,2020-02-20,Public events [1]: recommended cancellation,Public events
Japan,2020-02-25,Internal movement [1]: recommended refrain,Internal movement
Japan,2020-02-25,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Japan,2020-03-02,School closure [3]: required closing for all,School closure
Japan,2020-03-09,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Japan,2020-04-03,International travel [3]: Ban on high-risk regions,International travel
Japan,2020-04-07,Stay at home [1]: recommended,Stay at home
Japan,2020-05-25,Stay at home [0]: no measures,Stay at home
Japan,2020-05-25,Workplace closure [0]: no measures,Workplace closure
Japan,2020-06-01,School closure [1]: recommended closing,School closure
Japan,2020-06-21,Internal movement [0]: no measures,Internal movement
Japan,2020-07-23,Internal movement [1]: recommended refrain,Internal movement
Japan,2020-07-23,Stay at home [1]: recommended,Stay at home
Japan,2020-07-26,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Japan,2020-09-24,International travel [1]: screening,International travel
Jordan,2020-01-01,Internal movement [0]: no measures,Internal movement
Jordan,2020-01-01,International travel [0]: no measures,International travel
Jordan,2020-01-01,Public campaign [0]: no measures,Public campaign
Jordan,2020-01-01,Public events [0]: no measures,Public events
Jordan,2020-01-01,School closure [0]: no measures,School closure
Jordan,2020-01-01,Stay at home [0]: no measures,Stay at home
Jordan,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Jordan,2020-03-05,Public campaign [2]: coordinated public information campaign,Public campaign
Jordan,2020-03-15,International travel [4]: Total border closure,International travel
Jordan,2020-03-15,School closure [3]: required closing for all,School closure
Jordan,2020-03-18,Internal movement [2]: required restriction,Internal movement
Jordan,2020-03-18,Public events [2]: required cancellation,Public events
Jordan,2020-03-18,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Jordan,2020-03-18,Public transport [2]: required closure,Public transport
Jordan,2020-03-18,Stay at home [3]: required with minimal exception,Stay at home
Jordan,2020-03-18,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Jordan,2020-04-21,Workplace closure [2]: required closing for some,Workplace closure
Jordan,2020-04-27,Stay at home [2]: required with exception,Stay at home
Jordan,2020-05-04,Public transport [1]: recommended closure or volume reduction,Public transport
Jordan,2020-05-12,Public transport [0]: no measures,Public transport
Jordan,2020-05-12,Stay at home [1]: recommended,Stay at home
Jordan,2020-06-06,Internal movement [0]: no measures,Internal movement
Jordan,2020-06-06,Public gatherings [0]: no measures,Public gatherings
Jordan,2020-06-06,Workplace closure [0]: no measures,Workplace closure
Jordan,2020-08-07,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Jordan,2020-08-27,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Jordan,2020-09-01,International travel [4]: Total border closure,International travel
Jordan,2020-09-01,Public transport [1]: recommended closure or volume reduction,Public transport
Jordan,2020-09-01,Stay at home [2]: required with exception,Stay at home
Jordan,2020-09-08,International travel [3]: Ban on high-risk regions,International travel
Jordan,2020-09-17,Stay at home [1]: recommended,Stay at home
Jordan,2020-09-17,Workplace closure [2]: required closing for some,Workplace closure
Jordan,2020-09-25,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Jordan,2020-10-02,Stay at home [2]: required with exception,Stay at home
Jordan,2020-10-06,Internal movement [2]: required restriction,Internal movement
Kazakhstan,2020-01-01,Internal movement [0]: no measures,Internal movement
Kazakhstan,2020-01-01,International travel [0]: no measures,International travel
Kazakhstan,2020-01-01,Public campaign [0]: no measures,Public campaign
Kazakhstan,2020-01-01,Public events [0]: no measures,Public events
Kazakhstan,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Kazakhstan,2020-01-01,Public transport [0]: no measures,Public transport
Kazakhstan,2020-01-01,School closure [0]: no measures,School closure
Kazakhstan,2020-01-01,Stay at home [0]: no measures,Stay at home
Kazakhstan,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Kazakhstan,2020-03-12,Public events [2]: required cancellation,Public events
Kazakhstan,2020-03-12,Public gatherings [1]: restrictions above 1000 people,Public gatherings
Kazakhstan,2020-03-13,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Kazakhstan,2020-03-16,International travel [4]: Total border closure,International travel
Kazakhstan,2020-03-16,Public campaign [2]: coordinated public information campaign,Public campaign
Kazakhstan,2020-03-16,School closure [3]: required closing for all,School closure
Kazakhstan,2020-03-18,Internal movement [2]: required restriction,Internal movement
Kazakhstan,2020-03-19,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Kazakhstan,2020-03-19,Public transport [2]: required closure,Public transport
Kazakhstan,2020-03-19,Stay at home [3]: required with minimal exception,Stay at home
Kazakhstan,2020-03-30,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Kazakhstan,2020-05-11,Stay at home [2]: required with exception,Stay at home
Kazakhstan,2020-05-11,Workplace closure [2]: required closing for some,Workplace closure
Kazakhstan,2020-06-01,Internal movement [1]: recommended refrain,Internal movement
Kazakhstan,2020-06-01,School closure [2]: required closing for some,School closure
Kazakhstan,2020-06-11,Internal movement [2]: required restriction,Internal movement
Kazakhstan,2020-07-05,Public transport [1]: recommended closure or volume reduction,Public transport
Kazakhstan,2020-07-05,Stay at home [1]: recommended,Stay at home
Kazakhstan,2020-07-10,Internal movement [1]: recommended refrain,Internal movement
Kazakhstan,2020-07-31,Internal movement [2]: required restriction,Internal movement
Kazakhstan,2020-07-31,International travel [3]: Ban on high-risk regions,International travel
Kazakhstan,2020-08-17,Stay at home [2]: required with exception,Stay at home
Kazakhstan,2020-09-05,Public transport [2]: required closure,Public transport
Kazakhstan,2020-09-05,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Kazakhstan,2020-09-14,Workplace closure [2]: required closing for some,Workplace closure
Kenya,2020-01-01,Internal movement [0]: no measures,Internal movement
Kenya,2020-01-01,International travel [0]: no measures,International travel
Kenya,2020-01-01,Public campaign [0]: no measures,Public campaign
Kenya,2020-01-01,Public events [0]: no measures,Public events
Kenya,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Kenya,2020-01-01,Public transport [0]: no measures,Public transport
Kenya,2020-01-01,School closure [0]: no measures,School closure
Kenya,2020-01-01,Stay at home [0]: no measures,Stay at home
Kenya,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Kenya,2020-01-20,International travel [1]: screening,International travel
Kenya,2020-02-25,Public campaign [2]: coordinated public information campaign,Public campaign
Kenya,2020-03-13,Public events [2]: required cancellation,Public events
Kenya,2020-03-13,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Kenya,2020-03-15,School closure [3]: required closing for all,School closure
Kenya,2020-03-15,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Kenya,2020-03-17,International travel [4]: Total border closure,International travel
Kenya,2020-03-20,Public transport [1]: recommended closure or volume reduction,Public transport
Kenya,2020-03-24,Workplace closure [2]: required closing for some,Workplace closure
Kenya,2020-03-27,Internal movement [2]: required restriction,Internal movement
Kenya,2020-03-27,Stay at home [2]: required with exception,Stay at home
Kenya,2020-04-06,Stay at home [3]: required with minimal exception,Stay at home
Kenya,2020-06-23,Stay at home [2]: required with exception,Stay at home
Kenya,2020-07-07,Internal movement [1]: recommended refrain,Internal movement
Kenya,2020-07-24,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Kenya,2020-08-01,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Kenya,2020-09-01,Internal movement [2]: required restriction,Internal movement
Kenya,2020-09-01,School closure [2]: required closing for some,School closure
Kenya,2020-09-01,Stay at home [1]: recommended,Stay at home
Kenya,2020-09-01,Workplace closure [1]: recommended closing (or work from home),Workplace closure
Kenya,2020-10-09,Public gatherings [2]: restrictions between 100-1000 people,Public gatherings
Kosovo,2020-01-01,Internal movement [0]: no measures,Internal movement
Kosovo,2020-01-01,International travel [0]: no measures,International travel
Kosovo,2020-01-01,Public campaign [0]: no measures,Public campaign
Kosovo,2020-01-01,Public events [0]: no measures,Public events
Kosovo,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Kosovo,2020-01-01,Public transport [0]: no measures,Public transport
Kosovo,2020-01-01,School closure [0]: no measures,School closure
Kosovo,2020-01-01,Stay at home [0]: no measures,Stay at home
Kosovo,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Kosovo,2020-03-08,Public campaign [1]: public officials urging caution,Public campaign
Kosovo,2020-03-11,Public events [2]: required cancellation,Public events
Kosovo,2020-03-11,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Kosovo,2020-03-12,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Kosovo,2020-03-12,School closure [3]: required closing for all,School closure
Kosovo,2020-03-13,Internal movement [2]: required restriction,Internal movement
Kosovo,2020-03-13,International travel [4]: Total border closure,International travel
Kosovo,2020-03-13,Public transport [2]: required closure,Public transport
Kosovo,2020-03-13,Stay at home [2]: required with exception,Stay at home
Kosovo,2020-03-15,Public campaign [2]: coordinated public information campaign,Public campaign
Kosovo,2020-03-15,Workplace closure [2]: required closing for some,Workplace closure
Kosovo,2020-03-23,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Kosovo,2020-05-18,Public transport [1]: recommended closure or volume reduction,Public transport
Kosovo,2020-06-01,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Kosovo,2020-06-01,Public events [1]: recommended cancellation,Public events
Kosovo,2020-06-01,Public gatherings [3]: restrictions between 10-100 people,Public gatherings
Kosovo,2020-06-08,Internal movement [0]: no measures,Internal movement
Kosovo,2020-06-08,International travel [1]: screening,International travel
Kosovo,2020-07-28,Public events [2]: required cancellation,Public events
Kosovo,2020-07-28,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Kosovo,2020-07-28,Stay at home [3]: required with minimal exception,Stay at home
Kosovo,2020-07-29,School closure [2]: required closing for some,School closure
Kosovo,2020-07-30,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Kosovo,2020-07-31,Internal movement [2]: required restriction,Internal movement
Kosovo,2020-07-31,International travel [1]: screening,International travel
Kosovo,2020-07-31,Stay at home [2]: required with exception,Stay at home
Kosovo,2020-08-28,Internal movement [0]: no measures,Internal movement
Kosovo,2020-09-14,School closure [1]: recommended closing,School closure
Kosovo,2020-10-08,Stay at home [0]: no measures,Stay at home
Kuwait,2020-01-01,International travel [0]: no measures,International travel
Kuwait,2020-01-01,Public campaign [0]: no measures,Public campaign
Kuwait,2020-01-01,Public events [0]: no measures,Public events
Kuwait,2020-01-01,Public gatherings [0]: no measures,Public gatherings
Kuwait,2020-01-01,Public transport [0]: no measures,Public transport
Kuwait,2020-01-01,School closure [0]: no measures,School closure
Kuwait,2020-01-01,Workplace closure [0]: no measures,Workplace closure
Kuwait,2020-01-23,Public campaign [1]: public officials urging caution,Public campaign
Kuwait,2020-02-18,Public campaign [2]: coordinated public information campaign,Public campaign
Kuwait,2020-02-21,International travel [1]: screening,International travel
Kuwait,2020-03-01,International travel [2]: Quarantine arrivals from high-risk regions,International travel
Kuwait,2020-03-01,School closure [3]: required closing for all,School closure
Kuwait,2020-03-07,International travel [3]: Ban on high-risk regions,International travel
Kuwait,2020-03-07,Public events [1]: recommended cancellation,Public events
Kuwait,2020-03-10,Public events [2]: required cancellation,Public events
Kuwait,2020-03-11,Public gatherings [4]: restrictions less than 10 people,Public gatherings
Kuwait,2020-03-11,Workplace closure [2]: required closing for some,Workplace closure
Kuwait,2020-03-12,Public transport [2]: required closure,Public transport
Kuwait,2020-03-13,International travel [4]: Total border closure,International travel
Kuwait,2020-03-22,Stay at home [2]: required with exception,Stay at home
Kuwait,2020-04-06,Internal movement [2]: required restriction,Internal movement
Kuwait,2020-04-06,Stay at home [3]: required with minimal exception,Stay at home
Kuwait,2020-04-06,Workplace closure [3]: required closing for all but essential sectors,Workplace closure
Kuwait,2020-04-21,Internal movement [1]: recommended refrain,Internal movement
Kuwait,2020-04-21,Stay at home [2]: required with exception,Stay at home
Kuwait,2020-05-10,Internal movement [2]: required restriction,Internal movement
